Er;P_100K
1.72755e+1; 1.94615e-3
1.74601e+1; 1.93678e-3
1.76077e+1; 2.91549e-3
1.78046e+1; 6.85027e-3
1.81246e+1; 9.79262e-3
1.82354e+1; 1.37318e-2
1.85307e+1; 1.86478e-2
1.88507e+1; 2.45487e-2
1.91214e+1; 3.34107e-2
1.94414e+1; 4.42426e-2
1.96752e+1; 5.40927e-2
1.99829e+1; 6.49252e-2
