cosTh;P
-9.95541e-1; 9.83973e-1
-9.06355e-1; 9.85150e-1
-8.06020e-1; 9.87554e-1
-7.05686e-1; 9.88725e-1
-5.56299e-1; 9.91098e-1
-4.53735e-1; 9.92267e-1
-3.55630e-1; 9.94672e-1
-2.57525e-1; 9.95844e-1
-1.54961e-1; 9.97014e-1
-5.68562e-2; 9.99419e-1
4.12486e-2; 9.99358e-1
1.81717e-1; 1.00050e+0
3.55630e-1; 1.00040e+0
5.25084e-1; 1.00029e+0
6.54404e-1; 1.00021e+0
8.21628e-1; 1.00011e+0
9.95541e-1; 9.98770e-1
