-1,00000e+0; 6,51872e-1
-9,23337e-1; 6,74011e-1
-8,37655e-1; 7,00304e-1
-7,42954e-1; 7,27977e-1
-6,57272e-1; 7,55657e-1
-5,64825e-1; 7,86106e-1
-4,81398e-1; 8,15174e-1
-3,95716e-1; 8,45628e-1
-3,10034e-1; 8,76082e-1
-2,22097e-1; 9,09308e-1
-1,38670e-1; 9,42537e-1
-5,29876e-2; 9,75765e-1
-3,38219e-3; 9,92374e-1
5,52424e-2; 9,92333e-1
1,36415e-1; 9,95051e-1
2,76212e-1; 9,99115e-1
4,11499e-1; 9,97634e-1
6,18940e-1; 9,97490e-1
7,22661e-1; 1,00019e+0
8,26381e-1; 1,00012e+0
9,21082e-1; 9,97281e-1
1,00225e+0; 9,97225e-1
