cosTh;P
-9.95541e-1; 8.47147e-1
-8.97436e-1; 8.60646e-1
-8.03790e-1; 8.75380e-1
-7.10145e-1; 8.87649e-1
-5.85284e-1; 9.07294e-1
-4.73802e-1; 9.24483e-1
-3.89075e-1; 9.36758e-1
-2.90970e-1; 9.51489e-1
-1.92865e-1; 9.68686e-1
-1.08138e-1; 9.82193e-1
-4.12486e-2; 9.93246e-1
-1.00334e-2; 9.98157e-1
3.01003e-2; 9.98132e-1
1.23746e-1; 9.99307e-1
2.79822e-1; 1.00044e+0
5.38462e-1; 1.00028e+0
7.36901e-1; 9.98929e-1
9.95541e-1; 1.00000e+0
