cosTh;P
-9.95541e-1; 8.43449e-1
-9.10814e-1; 8.55723e-1
-8.12709e-1; 8.70455e-1
-7.19064e-1; 8.82724e-1
-6.20959e-1; 8.99920e-1
-5.22854e-1; 9.13419e-1
-4.24749e-1; 9.29384e-1
-3.28874e-1; 9.42884e-1
-2.32999e-1; 9.58849e-1
-1.34894e-1; 9.76046e-1
-4.12486e-2; 9.90780e-1
1.22631e-2; 9.98143e-1
1.37124e-1; 9.99299e-1
2.70903e-1; 9.99217e-1
4.09142e-1; 9.99131e-1
5.60758e-1; 9.99038e-1
7.16834e-1; 1.00017e+0
9.97770e-1; 9.98769e-1
