dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
1.8749386210194618e-24,29100.250794217685,1.0,0.01,5e-09
6.8045477689039e-25,41760.82499212353,1.0,0.01,5e-09
2.427798441633617e-25,59929.60391837234,1.0,0.01,5e-09
8.523061864344548e-26,86003.02859175787,1.0,0.01,5e-09
2.9328485882453264e-26,123420.15370282115,1.0,0.01,5e-09
9.959468459347227e-27,177116.25496741914,1.0,0.01,5e-09
3.292629854863769e-27,254173.78631061214,1.0,0.01,5e-09
1.0541045267492048e-27,364756.5473838464,1.0,0.01,5e-09
3.2683996064232733e-28,523450.2770352337,1.0,0.01,5e-09
9.875111106558297e-29,751186.4954679541,1.0,0.01,5e-09
2.896422890017983e-29,1078003.347652151,1.0,0.01,5e-09
8.289687222347372e-30,1547007.6000571782,1.0,0.01,5e-09
2.3432478987506585e-30,2220060.3735109367,1.0,0.01,5e-09
6.675254399589375e-31,3185936.5538031906,1.0,0.01,5e-09
1.936033392869218e-31,4572034.096895864,1.0,0.01,5e-09
5.668867628606815e-32,6561177.67261403,1.0,0.01,5e-09
4.242006000583772e-12,0.13497,0.0,0.010988928027655246,5e-09
2.567145924160974e-12,0.19369106435010147,0.0,0.010988928027655246,5e-09
1.6236590295983526e-12,0.2779597570502715,0.0,0.010988928027655246,5e-09
1.0050701195881738e-12,0.3988910216311973,0.0,0.010988928027655246,5e-09
5.899771034944873e-13,0.5724355526372227,0.0,0.010988928027655246,5e-09
3.1753028532121896e-13,0.8214836738693203,0.0,0.010988928027655246,5e-09
1.5435963249774715e-13,1.1788845457359436,0.0,0.010988928027655246,5e-09
7.290822289640051e-14,1.6917789316846765,0.0,0.010988928027655246,5e-09
3.237958810541957e-14,2.4278170106177854,0.0,0.010988928027655246,5e-09
1.2841007263099514e-14,3.484081357589393,0.0,0.010988928027655246,5e-09
4.860911485322305e-15,4.999892023663302,0.0,0.010988928027655246,5e-09
1.8959535847412916e-15,7.175182690219515,0.0,0.010988928027655246,5e-09
7.541097963385012e-16,10.29687169130208,0.0,0.010988928027655246,5e-09
3.005442896626709e-16,14.776706211489447,0.0,0.010988928027655246,5e-09
1.1911366458571348e-16,21.20557126540821,0.0,0.010988928027655246,5e-09
4.648645032552848e-17,30.43142675075086,0.0,0.010988928027655246,5e-09
1.777496438137412e-17,43.671152382344836,0.0,0.010988928027655246,5e-09
6.724664240358558e-18,62.671052725285904,0.0,0.010988928027655246,5e-09
2.5204616761757803e-18,89.9371927561825,0.0,0.010988928027655246,5e-09
9.47660127231319e-19,129.06594494780484,0.0,0.010988928027655246,5e-09
3.577154844813984e-19,185.218346656975,0.0,0.010988928027655246,5e-09
1.364696969895392e-19,265.80083500893215,0.0,0.010988928027655246,5e-09
5.1867615486986644e-20,381.44214742554476,0.0,0.010988928027655246,5e-09
1.9705342507435694e-20,547.3952398521305,0.0,0.010988928027655246,5e-09
7.502277286338243e-21,785.5491340826719,0.0,0.010988928027655246,5e-09
2.873716290822756e-21,1127.3160545289566,0.0,0.010988928027655246,5e-09
1.0947396432520982e-21,1617.7746644489202,0.0,0.010988928027655246,5e-09
4.164780095447846e-22,2321.61588972171,0.0,0.010988928027655246,5e-09
1.582272210511638e-22,3331.6755774787453,0.0,0.010988928027655246,5e-09
6.015512143590392e-23,4781.179437438663,0.0,0.010988928027655246,5e-09
2.2703475243949904e-23,6861.31535960817,0.0,0.010988928027655246,5e-09
8.530126247683564e-24,9846.450876818582,0.0,0.010988928027655246,5e-09
3.1911271067780245e-24,14130.321926368679,0.0,0.010988928027655246,5e-09
1.1877802690814682e-24,20277.96616676245,0.0,0.010988928027655246,5e-09
4.375463077385646e-25,29100.250794217685,0.0,0.010988928027655246,5e-09
1.592468829677271e-25,41760.82499212353,0.0,0.010988928027655246,5e-09
5.732829316452707e-26,59929.60391837234,0.0,0.010988928027655246,5e-09
2.0343036187880172e-26,86003.02859175787,0.0,0.010988928027655246,5e-09
7.077615047667795e-27,123420.15370282115,0.0,0.010988928027655246,5e-09
2.4102020679808576e-27,177116.25496741914,0.0,0.010988928027655246,5e-09
8.018825644307161e-28,254173.78631061214,0.0,0.010988928027655246,5e-09
2.592233844097111e-28,364756.5473838464,0.0,0.010988928027655246,5e-09
8.096813295401458e-29,523450.2770352337,0.0,0.010988928027655246,5e-09
2.4623974492315372e-29,751186.4954679541,0.0,0.010988928027655246,5e-09
7.23102720220204e-30,1078003.347652151,0.0,0.010988928027655246,5e-09
2.0835984826977324e-30,1547007.6000571782,0.0,0.010988928027655246,5e-09
5.924545847827082e-31,2220060.3735109367,0.0,0.010988928027655246,5e-09
1.6971169348618023e-31,3185936.5538031906,0.0,0.010988928027655246,5e-09
4.904802429995919e-32,4572034.096895864,0.0,0.010988928027655246,5e-09
1.4478641085477916e-32,6561177.67261403,0.0,0.010988928027655246,5e-09
1.0196042132120842e-11,0.13497,0.2,0.010988928027655246,5e-09
6.1686099585452235e-12,0.19369106435010147,0.2,0.010988928027655246,5e-09
3.899861503129715e-12,0.2779597570502715,0.2,0.010988928027655246,5e-09
2.4124907437489715e-12,0.3988910216311973,0.2,0.010988928027655246,5e-09
1.4146070824907526e-12,0.5724355526372227,0.2,0.010988928027655246,5e-09
7.599649449142893e-13,0.8214836738693203,0.2,0.010988928027655246,5e-09
3.684464243352487e-13,1.1788845457359436,0.2,0.010988928027655246,5e-09
1.7370663725845743e-13,1.6917789316846765,0.2,0.010988928027655246,5e-09
7.708758363436512e-14,2.4278170106177854,0.2,0.010988928027655246,5e-09
3.0565107028393534e-14,3.484081357589393,0.2,0.010988928027655246,5e-09
1.1577615632329129e-14,4.999892023663302,0.2,0.010988928027655246,5e-09
4.520869431508164e-15,7.175182690219515,0.2,0.010988928027655246,5e-09
