dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
2.1101717742765055e-16,1.4365922627819576,0.4,0.02,5e-09
1.73598956402271e-16,2.0253163194160795,0.4,0.02,5e-09
1.1932266166807103e-16,2.8553029972121413,0.4,0.02,5e-09
6.713196067239085e-17,4.025423153771439,0.4,0.02,5e-09
3.412461758167035e-17,5.675065512395874,0.4,0.02,5e-09
1.8071587853273734e-17,8.000741124522708,0.4,0.02,5e-09
9.454958051378605e-18,11.279492439657256,0.4,0.02,5e-09
4.179345145072663e-18,15.90189555144181,0.4,0.02,5e-09
1.7387477476089472e-18,22.418586960518287,0.4,0.02,5e-09
7.216949757197052e-19,31.605857281634012,0.4,0.02,5e-09
2.944945486936517e-19,44.55812564218471,0.4,0.02,5e-09
1.187677157851547e-19,62.81831063947881,0.4,0.02,5e-09
4.7211907464052645e-20,88.56162809196152,0.4,0.02,5e-09
1.8785196895373288e-20,124.85471020243885,0.4,0.02,5e-09
7.583827035929095e-21,176.02091329608157,0.4,0.02,5e-09
3.0227378263439927e-21,248.15533084294873,0.4,0.02,5e-09
1.2127564438648948e-21,349.8508618813319,0.4,0.02,5e-09
4.85591466467613e-22,493.22182660090334,0.4,0.02,5e-09
1.9540996821314551e-22,695.3470656820822,0.4,0.02,5e-09
7.954720968362501e-23,980.3044303307337,0.4,0.02,5e-09
3.1865511610189177e-23,1382.039018433766,0.4,0.02,5e-09
1.2833860868616199e-23,1948.4068309565441,0.4,0.02,5e-09
