dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
3.0940000417328587e-25,6773.023438061691,0.0,0.02,5e-09
1.2090144470134214e-25,9601.884058380307,0.0,0.02,5e-09
4.72476734162019e-26,13612.263166324245,0.0,0.02,5e-09
1.816455692129452e-26,19297.640690375494,0.0,0.02,5e-09
6.915253424936563e-27,27357.60627491569,0.0,0.02,5e-09
2.6114630578442765e-27,38783.94427079287,0.0,0.02,5e-09
9.763307612198662e-28,54982.673487013606,0.0,0.02,5e-09
3.5678008519046388e-28,77947.05877958263,0.0,0.02,5e-09
1.2973225594969316e-28,110502.88367339497,0.0,0.02,5e-09
4.5498425178672576e-29,156656.1649832815,0.0,0.02,5e-09
1.573010910221766e-29,222086.0959593013,0.0,0.02,5e-09
5.2981045762533296e-30,314843.874951923,0.0,0.02,5e-09
1.7203912636828757e-30,446343.4109486418,0.0,0.02,5e-09
5.535493790238684e-31,632765.8129848948,0.0,0.02,5e-09
1.7046090171449917e-31,897050.4868246074,0.0,0.02,5e-09
5.144098418121481e-32,1271717.8447367798,0.0,0.02,5e-09
1.5493028517413346e-32,1802870.964762285,0.0,0.02,5e-09
4.631243182043548e-33,2555868.6064168955,0.0,0.02,5e-09
1.3922360760466362e-33,3623367.6513442476,0.0,0.02,5e-09
4.282111533202992e-34,5136724.596814592,0.0,0.02,5e-09
1.3343856598822157e-34,7282159.063745853,0.0,0.02,5e-09
4.2165083135483214e-35,10323668.250110406,0.0,0.02,5e-09
1.3740618760166584e-35,14635511.969099307,0.0,0.02,5e-09
4.621676893018422e-36,20748265.57850291,0.0,0.02,5e-09
1.2880999158444583e-14,0.7759999999999999,0.2,0.02,5e-09
7.232645464685546e-15,1.100108702921523,0.2,0.02,5e-09
3.957043043513552e-15,1.5595865441284484,0.2,0.02,5e-09
2.046824307761431e-15,2.2109725904059383,0.2,0.02,5e-09
9.301098465533492e-16,3.1344203461681928,0.2,0.02,5e-09
3.653411844196671e-16,4.443560697724126,0.2,0.02,5e-09
1.359198684222428e-16,6.299484272585499,0.2,0.02,5e-09
5.170754267976868e-17,8.930563752820321,0.2,0.02,5e-09
1.935224988243909e-17,12.660555291846817,0.2,0.02,5e-09
7.042568614184364e-18,17.948436933479158,0.2,0.02,5e-09
2.479133063709088e-18,25.444886178297057,0.2,0.02,5e-09
8.566292917975319e-19,36.07234630102085,0.2,0.02,5e-09
3.0254806927060437e-19,51.13853363473202,0.2,0.02,5e-09
1.1165361941394382e-19,72.4973529719249,0.2,0.02,5e-09
4.391567203591207e-20,102.77702183400542,0.2,0.02,5e-09
1.7685747361661308e-20,145.70347445869163,0.2,0.02,5e-09
7.113018837809628e-21,206.55884059009097,0.2,0.02,5e-09
2.8640457881009134e-21,292.8314152043025,0.2,0.02,5e-09
1.165677804027086e-21,415.1370983957204,0.2,0.02,5e-09
4.680964818213864e-22,588.5256892406197,0.2,0.02,5e-09
1.8899097309169183e-22,834.3327740032128,0.2,0.02,5e-09
7.561046452760598e-23,1182.8050848113287,0.2,0.02,5e-09
3.001479791086654e-23,1676.8223810061515,0.2,0.02,5e-09
1.206445015080497e-23,2377.173833245434,0.2,0.02,5e-09
4.77206722671059e-24,3370.038173080696,0.2,0.02,5e-09
1.888651389470682e-24,4777.588045597714,0.2,0.02,5e-09
7.393544351890384e-25,6773.023438061691,0.2,0.02,5e-09
2.8759272464878973e-25,9601.884058380307,0.2,0.02,5e-09
1.1222897501641642e-25,13612.263166324245,0.2,0.02,5e-09
4.2975547659046484e-26,19297.640690375494,0.2,0.02,5e-09
1.6298963851347338e-26,27357.60627491569,0.2,0.02,5e-09
6.132452403205075e-27,38783.94427079287,0.2,0.02,5e-09
2.2845579281363633e-27,54982.673487013606,0.2,0.02,5e-09
8.319803788813296e-28,77947.05877958263,0.2,0.02,5e-09
3.0156121874723528e-28,110502.88367339497,0.2,0.02,5e-09
1.05446055104506e-28,156656.1649832815,0.2,0.02,5e-09
3.635611416974626e-29,222086.0959593013,0.2,0.02,5e-09
1.2214020635317004e-29,314843.874951923,0.2,0.02,5e-09
3.956933557647823e-30,446343.4109486418,0.2,0.02,5e-09
1.270777149381488e-30,632765.8129848948,0.2,0.02,5e-09
3.9013792025166485e-31,897050.4868246074,0.2,0.02,5e-09
1.1756427458975867e-31,1271717.8447367798,0.2,0.02,5e-09
3.536081793745189e-32,1802870.964762285,0.2,0.02,5e-09
1.0557192044069909e-32,2555868.6064168955,0.2,0.02,5e-09
3.170028251462669e-33,3623367.6513442476,0.2,0.02,5e-09
9.739432737506979e-34,5136724.596814592,0.2,0.02,5e-09
3.031940014137547e-34,7282159.063745853,0.2,0.02,5e-09
9.570851391763747e-35,10323668.250110406,0.2,0.02,5e-09
3.1158951772642855e-35,14635511.969099307,0.2,0.02,5e-09
1.0469165065518427e-35,20748265.57850291,0.2,0.02,5e-09
1.6055991749906287e-14,0.7759999999999999,0.4,0.02,5e-09
9.017976066131605e-15,1.100108702921523,0.4,0.02,5e-09
4.935170878980825e-15,1.5595865441284484,0.4,0.02,5e-09
2.5533119426249628e-15,2.2109725904059383,0.4,0.02,5e-09
1.1605197160733141e-15,3.1344203461681928,0.4,0.02,5e-09
4.561667862642174e-16,4.443560697724126,0.4,0.02,5e-09
1.6992304139408873e-16,6.299484272585499,0.4,0.02,5e-09
6.47562226958658e-17,8.930563752820321,0.4,0.02,5e-09
2.4291697755831495e-17,12.660555291846817,0.4,0.02,5e-09
8.865878701553365e-18,17.948436933479158,0.4,0.02,5e-09
3.1337099573707435e-18,25.444886178297057,0.4,0.02,5e-09
1.0883019800637988e-18,36.07234630102085,0.4,0.02,5e-09
3.8661367578573164e-19,51.13853363473202,0.4,0.02,5e-09
1.4348296214589624e-19,72.4973529719249,0.4,0.02,5e-09
5.65949133231671e-20,102.77702183400542,0.4,0.02,5e-09
2.281918721187768e-20,145.70347445869163,0.4,0.02,5e-09
9.17354787930761e-21,206.55884059009097,0.4,0.02,5e-09
3.6844877185919185e-21,292.8314152043025,0.4,0.02,5e-09
1.4953126658989847e-21,415.1370983957204,0.4,0.02,5e-09
5.982669456376038e-22,588.5256892406197,0.4,0.02,5e-09
2.4118057229110033e-22,834.3327740032128,0.4,0.02,5e-09
9.608215040940726e-23,1182.8050848113287,0.4,0.02,5e-09
