eps2,mass,e,flux
1e-07,0.15,0.6934417701631669,1.0825350689218885e-12
1e-07,0.15,0.8317345614873042,3.0625130594714206e-12
1e-07,0.15,0.9976070241769568,2.3986476555609486e-12
1e-07,0.15,1.1965593601251292,1.840322203389418e-12
1e-07,0.15,1.4351886741016888,1.4111616756484983e-12
1e-07,0.15,1.721407728618132,1.0333416638964546e-12
1e-07,0.15,2.064707324980101,7.452244904954961e-13
1e-07,0.15,2.4764710108793575,5.20912408904168e-13
1e-07,0.15,2.9703525499842622,3.471616994126249e-13
1e-07,0.15,3.56272867012689,2.2121350161493025e-13
1e-07,0.15,4.273242102864648,1.356008988543746e-13
1e-07,0.15,5.125452921186028,8.370226052381052e-14
1e-07,0.15,6.147619773212385,5.0136034412142496e-14
1e-07,0.15,7.373636916997876,3.117477659176813e-14
1e-07,0.15,8.844158127772937,1.897991764893004e-14
1e-07,0.15,10.607944745521664,1.1677474332928705e-14
1e-07,0.15,12.723482563102534,6.68045693973392e-15
1e-07,0.15,15.260921169665588,4.265864527849107e-15
1e-07,0.15,18.30440005648556,2.4879341330217355e-15
1e-07,0.15,21.954838617072213,1.4912577344110172e-15
1e-07,0.15,26.333282555791758,8.146520645354357e-16
1e-07,0.15,31.584917669307885,5.133657505114538e-16
1e-07,0.15,37.883884094713515,2.9204891238306427e-16
1e-07,0.15,45.43905066107897,1.7246787572904351e-16
1e-07,0.15,54.5009408174232,9.498115545557512e-17
1e-07,0.15,65.37003979549537,5.994733674698564e-17
1e-07,0.15,78.40675846642554,3.460211922535216e-17
1e-07,0.15,94.04338428498275,2.075676691412607e-17
1e-07,0.15,112.79841560546205,1.1918226162981775e-17
1e-07,0.15,135.29375468396742,7.238878938314198e-18
1e-07,0.15,162.27532947368118,4.06974995420273e-18
1e-07,0.15,194.63782801581382,2.3630029043098346e-18
1e-07,0.15,233.45436559941044,1.3398255590228195e-18
1e-07,0.15,280.0120684299615,7.538003031871099e-19
1e-07,0.15,335.85475373360737,3.9782913094083415e-19
1e-07,0.15,402.8341215360003,2.0904029088799921e-19
1e-07,0.15,483.1711555954168,1.0661722680930893e-19
1e-07,0.15,579.5297694973116,5.436588859146457e-20
1e-07,0.15,695.1051399575583,2.5982774623205883e-20
1e-07,0.15,833.7296563980192,1.1561817440054109e-20
1e-07,0.15,1000.0,4.648668359591447e-21
1e-07,0.16,0.13497,0.0
1e-07,0.16,0.16188700853357427,0.0
1e-07,0.16,0.19417206439912238,0.0
1e-07,0.16,0.23289571494674718,0.0
1e-07,0.16,0.27934200632004846,0.0
1e-07,0.16,0.33505106142786867,0.0
1e-07,0.16,0.401870149222468,0.0
1e-07,0.16,0.4820149387016851,0.0
1e-07,0.16,0.578142968770171,9.917940847785104e-13
1e-07,0.16,0.6934417701631669,7.603582839668817e-13
1e-07,0.16,0.8317345614873042,2.8235746781796e-12
1e-07,0.16,0.9976070241769568,2.211620867674182e-12
1e-07,0.16,1.1965593601251292,1.6980046147267174e-12
1e-07,0.16,1.4351886741016888,1.3019738033150862e-12
1e-07,0.16,1.721407728618132,9.5473118921185e-13
1e-07,0.16,2.064707324980101,6.890067053134789e-13
1e-07,0.16,2.4764710108793575,4.828393275028894e-13
1e-07,0.16,2.9703525499842622,3.2210722269507964e-13
1e-07,0.16,3.56272867012689,2.0576752953706367e-13
1e-07,0.16,4.273242102864648,1.2570339927898565e-13
1e-07,0.16,5.125452921186028,7.783897011662777e-14
1e-07,0.16,6.147619773212385,4.649218897418679e-14
1e-07,0.16,7.373636916997876,2.895407391212056e-14
1e-07,0.16,8.844158127772937,1.7578640921257202e-14
1e-07,0.16,10.607944745521664,1.0836213704176095e-14
1e-07,0.16,12.723482563102534,6.163366628432185e-15
1e-07,0.16,15.260921169665588,3.9530078901461786e-15
1e-07,0.16,18.30440005648556,2.3036188996139697e-15
1e-07,0.16,21.954838617072213,1.3783339926466446e-15
1e-07,0.16,26.333282555791758,7.469644799244077e-16
1e-07,0.16,31.584917669307885,4.737550058224121e-16
1e-07,0.16,37.883884094713515,2.6915145986897723e-16
1e-07,0.16,45.43905066107897,1.587175080031229e-16
1e-07,0.16,54.5009408174232,8.740918845821216e-17
1e-07,0.16,65.37003979549537,5.516544835870727e-17
1e-07,0.16,78.40675846642554,3.17783111881215e-17
1e-07,0.16,94.04338428498275,1.9090835861985017e-17
1e-07,0.16,112.79841560546205,1.0980946820840948e-17
1e-07,0.16,135.29375468396742,6.664872929692608e-18
1e-07,0.16,162.27532947368118,3.757833124685376e-18
1e-07,0.16,194.63782801581382,2.1727584514136477e-18
1e-07,0.16,233.45436559941044,1.2331769686331875e-18
1e-07,0.16,280.0120684299615,6.938913935133386e-19
1e-07,0.16,335.85475373360737,3.6771343923717708e-19
1e-07,0.16,402.8341215360003,1.9205676363232798e-19
1e-07,0.16,483.1711555954168,9.83911278698646e-20
1e-07,0.16,579.5297694973116,5.000050183258631e-20
1e-07,0.16,695.1051399575583,2.3939106539110816e-20
1e-07,0.16,833.7296563980192,1.0634805788668271e-20
1e-07,0.16,1000.0,4.3054640961891845e-21
1e-07,0.17,0.13497,0.0
1e-07,0.17,0.16188700853357427,0.0
1e-07,0.17,0.19417206439912238,0.0
1e-07,0.17,0.23289571494674718,0.0
1e-07,0.17,0.27934200632004846,0.0
1e-07,0.17,0.33505106142786867,0.0
1e-07,0.17,0.401870149222468,0.0
1e-07,0.17,0.4820149387016851,0.0
1e-07,0.17,0.578142968770171,6.799205155932446e-13
1e-07,0.17,0.6934417701631669,5.171539311872007e-13
1e-07,0.17,0.8317345614873042,2.6447217067955984e-12
1e-07,0.17,0.9976070241769568,2.070676444261654e-12
1e-07,0.17,1.1965593601251292,1.5895294117869213e-12
1e-07,0.17,1.4351886741016888,1.2175727791128618e-12
1e-07,0.17,1.721407728618132,8.928537625738965e-13
1e-07,0.17,2.064707324980101,6.441830171950276e-13
1e-07,0.17,2.4764710108793575,4.5205370921683856e-13
1e-07,0.17,2.9703525499842622,3.0168616225511224e-13
1e-07,0.17,3.56272867012689,1.930823599305847e-13
1e-07,0.17,4.273242102864648,1.175769593140078e-13
1e-07,0.17,5.125452921186028,7.301916205632727e-14
1e-07,0.17,6.147619773212385,4.350139095632215e-14
1e-07,0.17,7.373636916997876,2.71296009538003e-14
1e-07,0.17,8.844158127772937,1.642714865218352e-14
1e-07,0.17,10.607944745521664,1.0142437435655214e-14
1e-07,0.17,12.723482563102534,5.736745097902862e-15
1e-07,0.17,15.260921169665588,3.6940819658177134e-15
1e-07,0.17,18.30440005648556,2.1511670094064078e-15
1e-07,0.17,21.954838617072213,1.2849462894619176e-15
1e-07,0.17,26.333282555791758,6.911831292203557e-16
1e-07,0.17,31.584917669307885,4.410787093345044e-16
1e-07,0.17,37.883884094713515,2.50361222924053e-16
1e-07,0.17,45.43905066107897,1.4746506125914954e-16
1e-07,0.17,54.5009408174232,8.122244428780122e-17
1e-07,0.17,65.37003979549537,5.1259075841405463e-17
1e-07,0.17,78.40675846642554,2.947101739490589e-17
1e-07,0.17,94.04338428498275,1.773381556450447e-17
1e-07,0.17,112.79841560546205,1.022130870568665e-17
1e-07,0.17,135.29375468396742,6.199927505501742e-18
1e-07,0.17,162.27532947368118,3.504820567132684e-18
1e-07,0.17,194.63782801581382,2.017887354940478e-18
1e-07,0.17,233.45436559941044,1.1462556428898619e-18
1e-07,0.17,280.0120684299615,6.45192475031366e-19
1e-07,0.17,335.85475373360737,3.432208419363601e-19
1e-07,0.17,402.8341215360003,1.782264616725655e-19
1e-07,0.17,483.1711555954168,9.166041906672935e-20
1e-07,0.17,579.5297694973116,4.642038557959531e-20
1e-07,0.17,695.1051399575583,2.2258942077161836e-20
1e-07,0.17,833.7296563980192,9.878181491758099e-21
1e-07,0.17,1000.0,4.025888167800952e-21
1e-07,0.18,0.13497,0.0
1e-07,0.18,0.16188700853357427,0.0
1e-07,0.18,0.19417206439912238,0.0
1e-07,0.18,0.23289571494674718,0.0
1e-07,0.18,0.27934200632004846,0.0
1e-07,0.18,0.33505106142786867,0.0
1e-07,0.18,0.401870149222468,0.0
1e-07,0.18,0.4820149387016851,0.0
1e-07,0.18,0.578142968770171,4.4936988335082e-13
1e-07,0.18,0.6934417701631669,3.384336273435601e-13
1e-07,0.18,0.8317345614873042,2.514915710206209e-12
1e-07,0.18,0.9976070241769568,1.967834178091859e-12
1e-07,0.18,1.1965593601251292,1.5095527482780104e-12
1e-07,0.18,1.4351886741016888,1.1544053252991163e-12
1e-07,0.18,1.721407728618132,8.456333952743619e-13
1e-07,0.18,2.064707324980101,6.094171418527949e-13
1e-07,0.18,2.4764710108793575,4.2774565428152404e-13
1e-07,0.18,2.9703525499842622,2.853689104378789e-13
1e-07,0.18,3.56272867012689,1.8282527862016013e-13
1e-07,0.18,4.273242102864648,1.1100441624815082e-13
1e-07,0.18,5.125452921186028,6.911247119040836e-14
1e-07,0.18,6.147619773212385,4.1086534057383475e-14
1e-07,0.18,7.373636916997876,2.5655987086655747e-14
1e-07,0.18,8.844158127772937,1.5496565317869012e-14
1e-07,0.18,10.607944745521664,9.579654444035851e-15
1e-07,0.18,12.723482563102534,5.391033556288156e-15
1e-07,0.18,15.260921169665588,3.4832321385191184e-15
1e-07,0.18,18.30440005648556,2.02691160301958e-15
1e-07,0.18,21.954838617072213,1.2087914053612875e-15
1e-07,0.18,26.333282555791758,6.459226754495874e-16
1e-07,0.18,31.584917669307885,4.1449611759858453e-16
1e-07,0.18,37.883884094713515,2.351217327271745e-16
1e-07,0.18,45.43905066107897,1.3834501502788148e-16
1e-07,0.18,54.5009408174232,7.620916948223016e-17
1e-07,0.18,65.37003979549537,4.8091989290914116e-17
1e-07,0.18,78.40675846642554,2.7601493988020487e-17
1e-07,0.18,94.04338428498275,1.6637462956077592e-17
1e-07,0.18,112.79841560546205,9.61157724876741e-18
1e-07,0.18,135.29375468396742,5.826858828934842e-18
1e-07,0.18,162.27532947368118,3.301475635237129e-18
1e-07,0.18,194.63782801581382,1.893472796739529e-18
1e-07,0.18,233.45436559941044,1.0765250676355538e-18
1e-07,0.18,280.0120684299615,6.062454988549155e-19
1e-07,0.18,335.85475373360737,3.236186989499912e-19
1e-07,0.18,402.8341215360003,1.6714498338771347e-19
1e-07,0.18,483.1711555954168,8.625355127565695e-20
1e-07,0.18,579.5297694973116,4.356838439909089e-20
1e-07,0.18,695.1051399575583,2.09249876119199e-20
1e-07,0.18,833.7296563980192,9.274157760513228e-21
1e-07,0.18,1000.0,3.800473664243659e-21
1e-07,0.19,0.13497,0.0
1e-07,0.19,0.16188700853357427,0.0
1e-07,0.19,0.19417206439912238,0.0
1e-07,0.19,0.23289571494674718,0.0
1e-07,0.19,0.27934200632004846,0.0
1e-07,0.19,0.33505106142786867,0.0
1e-07,0.19,0.401870149222468,0.0
1e-07,0.19,0.4820149387016851,0.0
1e-07,0.19,0.578142968770171,2.8390302323748467e-13
1e-07,0.19,0.6934417701631669,2.1125639511956206e-13
1e-07,0.19,0.8317345614873042,2.4240233211886566e-12
1e-07,0.19,0.9976070241769568,1.895444381435683e-12
1e-07,0.19,1.1965593601251292,1.4526458441624752e-12
1e-07,0.19,1.4351886741016888,1.1087178429749814e-12
1e-07,0.19,1.721407728618132,8.107495275253562e-13
1e-07,0.19,2.064707324980101,5.832303135240751e-13
1e-07,0.19,2.4764710108793575,4.090385607469426e-13
1e-07,0.19,2.9703525499842622,2.7260374533787286e-13
1e-07,0.19,3.56272867012689,1.746677334093754e-13
1e-07,0.19,4.273242102864648,1.057741055199737e-13
1e-07,0.19,5.125452921186028,6.599069762181543e-14
1e-07,0.19,6.147619773212385,3.9165283547982476e-14
1e-07,0.19,7.373636916997876,2.4483039575123355e-14
1e-07,0.19,8.844158127772937,1.4756531083155262e-14
1e-07,0.19,10.607944745521664,9.13027691375755e-15
1e-07,0.19,12.723482563102534,5.1159581051301825e-15
1e-07,0.19,15.260921169665588,3.3144157668037138e-15
1e-07,0.19,18.30440005648556,1.9272680847571845e-15
1e-07,0.19,21.954838617072213,1.1478696514696535e-15
1e-07,0.19,26.333282555791758,6.100668227320219e-16
1e-07,0.19,31.584917669307885,3.9319875193523593e-16
1e-07,0.19,37.883884094713515,2.2282757111791383e-16
1e-07,0.19,45.43905066107897,1.3098880450144509e-16
1e-07,0.19,54.5009408174232,7.219323423786553e-17
1e-07,0.19,65.37003979549537,4.5571207872259867e-17
1e-07,0.19,78.40675846642554,2.613270413213977e-17
1e-07,0.19,94.04338428498275,1.5779062839054577e-17
1e-07,0.19,112.79841560546205,9.134550645019204e-18
1e-07,0.19,135.29375468396742,5.534010954523767e-18
1e-07,0.19,162.27532947368118,3.1413601163800504e-18
1e-07,0.19,194.63782801581382,1.7964378986126628e-18
1e-07,0.19,233.45436559941044,1.0222360118575818e-18
1e-07,0.19,280.0120684299615,5.756472766753916e-19
1e-07,0.19,335.85475373360737,3.080438852110494e-19
1e-07,0.19,402.8341215360003,1.583838994332444e-19
1e-07,0.19,483.1711555954168,8.196672768990976e-20
1e-07,0.19,579.5297694973116,4.1319740195444144e-20
1e-07,0.19,695.1051399575583,1.9872481777181963e-20
1e-07,0.19,833.7296563980192,8.797365049617337e-21
1e-07,0.19,1000.0,3.622547867153759e-21
1e-07,0.2,0.13497,0.0
1e-07,0.2,0.16188700853357427,0.0
1e-07,0.2,0.19417206439912238,0.0
1e-07,0.2,0.23289571494674718,0.0
1e-07,0.2,0.27934200632004846,0.0
1e-07,0.2,0.33505106142786867,0.0
1e-07,0.2,0.401870149222468,0.0
1e-07,0.2,0.4820149387016851,0.0
1e-07,0.2,0.578142968770171,1.6946953434829456e-13
1e-07,0.2,0.6934417701631669,1.2430266920564897e-13
1e-07,0.2,0.8317345614873042,2.363004196117735e-12
1e-07,0.2,0.9976070241769568,1.8465239754079418e-12
1e-07,0.2,1.1965593601251292,1.413682928325138e-12
1e-07,0.2,1.4351886741016888,1.0768489894216218e-12
1e-07,0.2,1.721407728618132,7.858117170002741e-13
1e-07,0.2,2.064707324980101,5.640164949707289e-13
1e-07,0.2,2.4764710108793575,3.9493193628331887e-13
1e-07,0.2,2.9703525499842622,2.627762220121832e-13
1e-07,0.2,3.56272867012689,1.6825578292015134e-13
1e-07,0.2,4.273242102864648,1.0166313421863123e-13
1e-07,0.2,5.125452921186028,6.352210708498184e-14
1e-07,0.2,6.147619773212385,3.7653874866030055e-14
1e-07,0.2,7.373636916997876,2.355954818379721e-14
1e-07,0.2,8.844158127772937,1.4175544820993679e-14
1e-07,0.2,10.607944745521664,8.775614161849531e-15
1e-07,0.2,12.723482563102534,4.899638694339115e-15
1e-07,0.2,15.260921169665588,3.1805549764847008e-15
1e-07,0.2,18.30440005648556,1.8481740769888898e-15
1e-07,0.2,21.954838617072213,1.0994524083427763e-15
1e-07,0.2,26.333282555791758,5.819270347018825e-16
1e-07,0.2,31.584917669307885,3.7636269270078805e-16
1e-07,0.2,37.883884094713515,2.1310940072744782e-16
1e-07,0.2,45.43905066107897,1.2520807654795818e-16
1e-07,0.2,54.5009408174232,6.908612406134158e-17
1e-07,0.2,65.37003979549537,4.362064315041379e-17
1e-07,0.2,78.40675846642554,2.499870875161701e-17
1e-07,0.2,94.04338428498275,1.5113293246507597e-17
1e-07,0.2,112.79841560546205,8.763938620429446e-18
1e-07,0.2,135.29375468396742,5.308857331947332e-18
1e-07,0.2,162.27532947368118,3.0194094214832184e-18
1e-07,0.2,194.63782801581382,1.7218351895128485e-18
1e-07,0.2,233.45436559941044,9.800227699663396e-19
1e-07,0.2,280.0120684299615,5.518307638572724e-19
1e-07,0.2,335.85475373360737,2.9586830491173093e-19
1e-07,0.2,402.8341215360003,1.5163684626267206e-19
1e-07,0.2,483.1711555954168,7.867001154115658e-20
1e-07,0.2,579.5297694973116,3.959485546971319e-20
1e-07,0.2,695.1051399575583,1.906047935587693e-20
1e-07,0.2,833.7296563980192,8.429582236536904e-21
1e-07,0.2,1000.0,3.484444533548594e-21
1e-07,0.22,0.13497,0.0
1e-07,0.22,0.16188700853357427,0.0
1e-07,0.22,0.19417206439912238,0.0
1e-07,0.22,0.23289571494674718,0.0
1e-07,0.22,0.27934200632004846,0.0
1e-07,0.22,0.33505106142786867,0.0
1e-07,0.22,0.401870149222468,0.0
1e-07,0.22,0.4820149387016851,0.0
1e-07,0.22,0.578142968770171,4.722198149743103e-14
1e-07,0.22,0.6934417701631669,3.334371231113779e-14
1e-07,0.22,0.8317345614873042,2.2994628999728186e-12
1e-07,0.22,0.9976070241769568,1.794830052438915e-12
1e-07,0.22,1.1965593601251292,1.3714357440840596e-12
1e-07,0.22,1.4351886741016888,1.0410285858069487e-12
1e-07,0.22,1.721407728618132,7.564914369855566e-13
1e-07,0.22,2.064707324980101,5.403976657603005e-13
1e-07,0.22,2.4764710108793575,3.767649382414729e-13
1e-07,0.22,2.9703525499842622,2.495877934939667e-13
1e-07,0.22,3.56272867012689,1.592946216152204e-13
1e-07,0.22,4.273242102864648,9.59134498229889e-14
1e-07,0.22,5.125452921186028,6.001154207763449e-14
1e-07,0.22,6.147619773212385,3.552662157261694e-14
1e-07,0.22,7.373636916997876,2.2254835554316854e-14
1e-07,0.22,8.844158127772937,1.335977151313673e-14
1e-07,0.22,10.607944745521664,8.27322419283093e-15
1e-07,0.22,12.723482563102534,4.597530222644996e-15
1e-07,0.22,15.260921169665588,2.990574027178586e-15
1e-07,0.22,18.30440005648556,1.7360343227958624e-15
1e-07,0.22,21.954838617072213,1.0312104545085968e-15
1e-07,0.22,26.333282555791758,5.432806154778483e-16
1e-07,0.22,31.584917669307885,3.527377744947525e-16
1e-07,0.22,37.883884094713515,1.9955436821969542e-16
1e-07,0.22,45.43905066107897,1.1721267528008718e-16
1e-07,0.22,54.5009408174232,6.483941625162909e-17
1e-07,0.22,65.37003979549537,4.095886079395041e-17
1e-07,0.22,78.40675846642554,2.3471905227405283e-17
1e-07,0.22,94.04338428498275,1.421885823804517e-17
1e-07,0.22,112.79841560546205,8.26838562906102e-18
1e-07,0.22,135.29375468396742,5.007011114000227e-18
1e-07,0.22,162.27532947368118,2.8547565180604983e-18
1e-07,0.22,194.63782801581382,1.6217710905195144e-18
1e-07,0.22,233.45436559941044,9.232289389313236e-19
1e-07,0.22,280.0120684299615,5.199323145554448e-19
1e-07,0.22,335.85475373360737,2.79460650800384e-19
1e-07,0.22,402.8341215360003,1.4255853967720736e-19
1e-07,0.22,483.1711555954168,7.418264749888011e-20
1e-07,0.22,579.5297694973116,3.731295218741051e-20
1e-07,0.22,695.1051399575583,1.7993227308378255e-20
1e-07,0.22,833.7296563980192,7.947225119643192e-21
1e-07,0.22,1000.0,3.2973428572476193e-21
1e-07,0.23,0.13497,0.0
1e-07,0.23,0.16188700853357427,0.0
1e-07,0.23,0.19417206439912238,0.0
1e-07,0.23,0.23289571494674718,0.0
1e-07,0.23,0.27934200632004846,0.0
1e-07,0.23,0.33505106142786867,0.0
1e-07,0.23,0.401870149222468,0.0
1e-07,0.23,0.4820149387016851,0.0
1e-07,0.23,0.578142968770171,2.0628932109572732e-14
1e-07,0.23,0.6934417701631669,1.4193748525058098e-14
1e-07,0.23,0.8317345614873042,2.28428442031122e-12
1e-07,0.23,0.9976070241769568,1.7820962686209743e-12
1e-07,0.23,1.1965593601251292,1.360540731383547e-12
1e-07,0.23,1.4351886741016888,1.0312086492072118e-12
1e-07,0.23,1.721407728618132,7.478744821002234e-13
1e-07,0.23,2.064707324980101,5.330300900527696e-13
1e-07,0.23,2.4764710108793575,3.707587605853767e-13
1e-07,0.23,2.9703525499842622,2.4500844167092095e-13
1e-07,0.23,3.56272867012689,1.560379394558509e-13
1e-07,0.23,4.273242102864648,9.382914228183705e-14
1e-07,0.23,5.125452921186028,5.870880023980892e-14
1e-07,0.23,6.147619773212385,3.474650897392714e-14
1e-07,0.23,7.373636916997876,2.177260052594718e-14
1e-07,0.23,8.844158127772937,1.3061768984315771e-14
1e-07,0.23,10.607944745521664,8.08785836966437e-15
1e-07,0.23,12.723482563102534,4.4886418436427735e-15
1e-07,0.23,15.260921169665588,2.9205387938744913e-15
1e-07,0.23,18.30440005648556,1.6948733039821723e-15
1e-07,0.23,21.954838617072213,1.006325984476197e-15
1e-07,0.23,26.333282555791758,5.296550414568315e-16
1e-07,0.23,31.584917669307885,3.4418437012844135e-16
1e-07,0.23,37.883884094713515,1.9468864550233364e-16
1e-07,0.23,45.43905066107897,1.1433576119907055e-16
1e-07,0.23,54.5009408174232,6.330951273343036e-17
1e-07,0.23,65.37003979549537,4.00116061047061e-17
1e-07,0.23,78.40675846642554,2.294755548804603e-17
1e-07,0.23,94.04338428498275,1.3912601438443214e-17
1e-07,0.23,112.79841560546205,8.101550208480388e-18
1e-07,0.23,135.29375468396742,4.9055065936742016e-18
1e-07,0.23,162.27532947368118,2.7984200668525547e-18
1e-07,0.23,194.63782801581382,1.5874667428382075e-18
1e-07,0.23,233.45436559941044,9.036877448157054e-19
1e-07,0.23,280.0120684299615,5.092604332572247e-19
1e-07,0.23,335.85475373360737,2.740965799428512e-19
1e-07,0.23,402.8341215360003,1.3970759017409486e-19
1e-07,0.23,483.1711555954168,7.27309044618076e-20
1e-07,0.23,579.5297694973116,3.6554146188134624e-20
1e-07,0.23,695.1051399575583,1.7625870249267047e-20
1e-07,0.23,833.7296563980192,7.781630378852686e-21
1e-07,0.23,1000.0,3.2301253994566243e-21
1e-07,0.24,0.13497,0.0
1e-07,0.24,0.16188700853357427,0.0
1e-07,0.24,0.19417206439912238,0.0
1e-07,0.24,0.23289571494674718,0.0
1e-07,0.24,0.27934200632004846,0.0
1e-07,0.24,0.33505106142786867,0.0
1e-07,0.24,0.401870149222468,0.0
1e-07,0.24,0.4820149387016851,0.0
1e-07,0.24,0.578142968770171,7.284896942943748e-15
1e-07,0.24,0.6934417701631669,4.848270362057776e-15
1e-07,0.24,0.8317345614873042,2.2733997682592832e-12
1e-07,0.24,0.9976070241769568,1.7727482636286434e-12
1e-07,0.24,1.1965593601251292,1.3523369535335457e-12
1e-07,0.24,1.4351886741016888,1.0235893521881792e-12
1e-07,0.24,1.721407728618132,7.409520737034736e-13
1e-07,0.24,2.064707324980101,5.26938974476424e-13
1e-07,0.24,2.4764710108793575,3.6565555329166603e-13
1e-07,0.24,2.9703525499842622,2.410321544202113e-13
1e-07,0.24,3.56272867012689,1.5315117917251714e-13
1e-07,0.24,4.273242102864648,9.1984576294102e-14
1e-07,0.24,5.125452921186028,5.753813389985513e-14
1e-07,0.24,6.147619773212385,3.40536241934355e-14
1e-07,0.24,7.373636916997876,2.1342766268754252e-14
1e-07,0.24,8.844158127772937,1.2798161849573852e-14
1e-07,0.24,10.607944745521664,7.922617133542085e-15
1e-07,0.24,12.723482563102534,4.3933407248018606e-15
1e-07,0.24,15.260921169665588,2.858568207536747e-15
1e-07,0.24,18.30440005648556,1.6586221206665923e-15
1e-07,0.24,21.954838617072213,9.845102764339875e-16
1e-07,0.24,26.333282555791758,5.179656214090208e-16
1e-07,0.24,31.584917669307885,3.366796809555997e-16
1e-07,0.24,37.883884094713515,1.9044431965152516e-16
1e-07,0.24,45.43905066107897,1.1185699812701685e-16
1e-07,0.24,54.5009408174232,6.201565345152071e-17
1e-07,0.24,65.37003979549537,3.92049384336667e-17
1e-07,0.24,78.40675846642554,2.2504570719723686e-17
1e-07,0.24,94.04338428498275,1.3654822557708552e-17
1e-07,0.24,112.79841560546205,7.960468530240632e-18
1e-07,0.24,135.29375468396742,4.819400817633128e-18
1e-07,0.24,162.27532947368118,2.75067462945098e-18
1e-07,0.24,194.63782801581382,1.55876161764755e-18
1e-07,0.24,233.45436559941044,8.874102346419602e-19
1e-07,0.24,280.0120684299615,5.0025701851756975e-19
1e-07,0.24,335.85475373360737,2.6936815704998227e-19
1e-07,0.24,402.8341215360003,1.3723192978214213e-19
1e-07,0.24,483.1711555954168,7.145670131045537e-20
1e-07,0.24,579.5297694973116,3.5912269709226286e-20
1e-07,0.24,695.1051399575583,1.731681261972986e-20
1e-07,0.24,833.7296563980192,7.643201838009617e-21
1e-07,0.24,1000.0,3.1720513997713248e-21
1e-07,0.25,0.13497,0.0
1e-07,0.25,0.16188700853357427,0.0
1e-07,0.25,0.19417206439912238,0.0
1e-07,0.25,0.23289571494674718,0.0
1e-07,0.25,0.27934200632004846,0.0
1e-07,0.25,0.33505106142786867,0.0
1e-07,0.25,0.401870149222468,0.0
1e-07,0.25,0.4820149387016851,0.0
1e-07,0.25,0.578142968770171,1.7893956853532166e-15
1e-07,0.25,0.6934417701631669,1.1382983455380145e-15
1e-07,0.25,0.8317345614873042,2.2632239771759358e-12
1e-07,0.25,0.9976070241769568,1.7639478485298987e-12
1e-07,0.25,1.1965593601251292,1.344599119166422e-12
1e-07,0.25,1.4351886741016888,1.0163776516800953e-12
1e-07,0.25,1.721407728618132,7.343516049785342e-13
1e-07,0.25,2.064707324980101,5.21107527200172e-13
1e-07,0.25,2.4764710108793575,3.6074215545064163e-13
1e-07,0.25,2.9703525499842622,2.3719306932890413e-13
1e-07,0.25,3.56272867012689,1.5034973830497324e-13
1e-07,0.25,4.273242102864648,9.02019829738514e-14
1e-07,0.25,5.125452921186028,5.639533910337815e-14
1e-07,0.25,6.147619773212385,3.337970997524802e-14
1e-07,0.25,7.373636916997876,2.0922783059951048e-14
1e-07,0.25,8.844158127772937,1.2543494647992565e-14
1e-07,0.25,10.607944745521664,7.763034040373926e-15
1e-07,0.25,12.723482563102534,4.303272118551967e-15
1e-07,0.25,15.260921169665588,2.799716254727948e-15
1e-07,0.25,18.30440005648556,1.6243933259422107e-15
1e-07,0.25,21.954838617072213,9.638859045935334e-16
1e-07,0.25,26.333282555791758,5.070276961444194e-16
1e-07,0.25,31.584917669307885,3.2956018867634484e-16
1e-07,0.25,37.883884094713515,1.8642914749687918e-16
1e-07,0.25,45.43905066107897,1.0949110841853923e-16
1e-07,0.25,54.5009408174232,6.078381601525609e-17
1e-07,0.25,65.37003979549537,3.846714553610235e-17
1e-07,0.25,78.40675846642554,2.212515161575609e-17
1e-07,0.25,94.04338428498275,1.3427761760922001e-17
1e-07,0.25,112.79841560546205,7.830813167262818e-18
1e-07,0.25,135.29375468396742,4.740125109224616e-18
1e-07,0.25,162.27532947368118,2.7064895860941995e-18
1e-07,0.25,194.63782801581382,1.5326834234272848e-18
1e-07,0.25,233.45436559941044,8.724619673622789e-19
1e-07,0.25,280.0120684299615,4.916953552532633e-19
1e-07,0.25,335.85475373360737,2.6475951028143436e-19
1e-07,0.25,402.8341215360003,1.3490344753120571e-19
1e-07,0.25,483.1711555954168,7.024134229923637e-20
1e-07,0.25,579.5297694973116,3.529834994996846e-20
1e-07,0.25,695.1051399575583,1.7019483873772602e-20
1e-07,0.25,833.7296563980192,7.515241304860369e-21
1e-07,0.25,1000.0,3.1189309029787615e-21
1e-07,0.27,0.13497,0.0
1e-07,0.27,0.16188700853357427,0.0
1e-07,0.27,0.19417206439912238,0.0
1e-07,0.27,0.23289571494674718,0.0
1e-07,0.27,0.27934200632004846,0.0
1e-07,0.27,0.33505106142786867,0.0
1e-07,0.27,0.401870149222468,0.0
1e-07,0.27,0.4820149387016851,0.0
1e-07,0.27,0.578142968770171,1.3433725925258173e-18
1e-07,0.27,0.6934417701631669,7.004662683945399e-19
1e-07,0.27,0.8317345614873042,2.232999067115043e-12
1e-07,0.27,0.9976070241769568,1.7393130872633538e-12
1e-07,0.27,1.1965593601251292,1.3243493233172775e-12
1e-07,0.27,1.4351886741016888,9.98396993371329e-13
1e-07,0.27,1.721407728618132,7.185299275647519e-13
1e-07,0.27,2.064707324980101,5.074689839698767e-13
1e-07,0.27,2.4764710108793575,3.4947260969469346e-13
1e-07,0.27,2.9703525499842622,2.285526254982602e-13
