dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
3.2185574930658602e-15,6.62641799512254,0.4,0.01,5e-09
1.243457142719071e-15,9.461030058764791,0.4,0.01,5e-09
4.713057503606862e-16,13.508216632083379,0.4,0.01,5e-09
1.752479124173657e-16,19.286686063347865,0.4,0.01,5e-09
6.433998093580457e-17,27.53703685967364,0.4,0.01,5e-09
2.3612892212870543e-17,39.316676619321605,0.4,0.01,5e-09
8.774546138688956e-18,56.135344854480145,0.4,0.01,5e-09
3.3793775708971175e-18,80.14860900991847,0.4,0.01,5e-09
1.3205695353746396e-18,114.43413312730532,0.4,0.01,5e-09
5.108217476753127e-19,163.38612717504964,0.4,0.01,5e-09
1.9728581639357037e-19,233.27853170840072,0.4,0.01,5e-09
7.792749675437831e-20,333.0691185165537,0.4,0.01,5e-09
3.0730321521465225e-20,475.54756495151315,0.4,0.01,5e-09
1.1929984930499439e-20,678.9746450782816,0.4,0.01,5e-09
4.591026911097295e-21,969.4226248560072,0.4,0.01,5e-09
1.792904548816014e-21,1384.116818492334,0.4,0.01,5e-09
7.038356393624144e-22,1976.2065771034552,0.4,0.01,5e-09
2.71677603464221e-22,2821.577184244427,0.4,0.01,5e-09
1.0314608323999504e-22,4028.575706046721,0.4,0.01,5e-09
3.943966756994035e-23,5751.897311182639,0.4,0.01,5e-09
1.5235033375857727e-23,8212.41180319186,0.4,0.01,5e-09
5.773485849810968e-24,11725.471436022235,0.4,0.01,5e-09
2.140048241388816e-24,16741.328088727485,0.4,0.01,5e-09
7.879767327918353e-25,23902.839873319055,0.4,0.01,5e-09
2.9496341521985947e-25,34127.86315287849,0.4,0.01,5e-09
1.0745118946232937e-25,48726.889756797405,0.4,0.01,5e-09
3.7792264254367447e-26,69571.00638663422,0.4,0.01,5e-09
1.311285957749607e-26,99331.70275810415,0.4,0.01,5e-09
4.5382961021188836e-27,141823.2635300776,0.4,0.01,5e-09
1.5348638947821484e-27,202491.62673979037,0.4,0.01,5e-09
4.898164921835581e-28,289112.363367882,0.4,0.01,5e-09
1.5253938841740064e-28,412787.2347016762,0.4,0.01,5e-09
4.7419304683573857e-29,589367.051438887,0.4,0.01,5e-09
1.443302654188004e-29,841483.1955082207,0.4,0.01,5e-09
4.1687471641686044e-30,1201448.1749428932,0.4,0.01,5e-09
1.1979138329889642e-30,1715396.9619105805,0.4,0.01,5e-09
3.550185285213499e-31,2449199.8891853336,0.4,0.01,5e-09
1.066337097553124e-31,3496904.932432852,0.4,0.01,5e-09
3.1908917650145815e-32,4992791.384839018,0.4,0.01,5e-09
9.660211875553494e-33,7128579.785318896,0.4,0.01,5e-09
3.016111123703119e-33,10178003.813651342,0.4,0.01,5e-09
1.0014787824287895e-33,14531893.413614519,0.4,0.01,5e-09
3.4016043044682614e-34,20748265.57850291,0.4,0.01,5e-09
8.316646896996528e-13,0.54785,0.6,0.01,5e-09
4.636602269434694e-13,0.7822062117888534,0.6,0.01,5e-09
2.6027327748869054e-13,1.1168140143489433,0.6,0.01,5e-09
1.3533553273659237e-13,1.59455847300646,0.6,0.01,5e-09
6.273835081885426e-14,2.2766697867047583,0.6,0.01,5e-09
2.5596415449700557e-14,3.2505708667563495,0.6,0.01,5e-09
9.73570920381822e-15,4.641081908983652,0.6,0.01,5e-09
3.739821636578278e-15,6.62641799512254,0.6,0.01,5e-09
1.447667748355701e-15,9.461030058764791,0.6,0.01,5e-09
5.499345353725485e-16,13.508216632083379,0.6,0.01,5e-09
2.0484426474860888e-16,19.286686063347865,0.6,0.01,5e-09
7.539053496972566e-17,27.53703685967364,0.6,0.01,5e-09
2.771898300142973e-17,39.316676619321605,0.6,0.01,5e-09
1.0321056070076885e-17,56.135344854480145,0.6,0.01,5e-09
3.970586274249497e-18,80.14860900991847,0.6,0.01,5e-09
1.5525447543273783e-18,114.43413312730532,0.6,0.01,5e-09
5.9976320633583005e-19,163.38612717504964,0.6,0.01,5e-09
2.31097908158775e-19,233.27853170840072,0.6,0.01,5e-09
9.110851768904053e-20,333.0691185165537,0.6,0.01,5e-09
3.581694152789146e-20,475.54756495151315,0.6,0.01,5e-09
1.3897662154571263e-20,678.9746450782816,0.6,0.01,5e-09
5.3360694588593504e-21,969.4226248560072,0.6,0.01,5e-09
2.0793985864030915e-21,1384.116818492334,0.6,0.01,5e-09
8.146358010858314e-22,1976.2065771034552,0.6,0.01,5e-09
3.1379411827537524e-22,2821.577184244427,0.6,0.01,5e-09
1.1888553545154765e-22,4028.575706046721,0.6,0.01,5e-09
4.528982418669231e-23,5751.897311182639,0.6,0.01,5e-09
1.7463723780534893e-23,8212.41180319186,0.6,0.01,5e-09
6.606397253043238e-24,11725.471436022235,0.6,0.01,5e-09
2.4444497960976397e-24,16741.328088727485,0.6,0.01,5e-09
8.985558818512482e-25,23902.839873319055,0.6,0.01,5e-09
3.358641058425014e-25,34127.86315287849,0.6,0.01,5e-09
1.2217736360312676e-25,48726.889756797405,0.6,0.01,5e-09
4.291032026440761e-26,69571.00638663422,0.6,0.01,5e-09
1.48640034158561e-26,99331.70275810415,0.6,0.01,5e-09
5.144582928830044e-27,141823.2635300776,0.6,0.01,5e-09
1.7382614069898648e-27,202491.62673979037,0.6,0.01,5e-09
5.5413661924110785e-28,289112.363367882,0.6,0.01,5e-09
1.7241018414796677e-28,412787.2347016762,0.6,0.01,5e-09
5.355489868097373e-29,589367.051438887,0.6,0.01,5e-09
1.6288865913913545e-29,841483.1955082207,0.6,0.01,5e-09
4.701406992113282e-30,1201448.1749428932,0.6,0.01,5e-09
1.3500706989945935e-30,1715396.9619105805,0.6,0.01,5e-09
3.998678179434086e-31,2449199.8891853336,0.6,0.01,5e-09
1.2006482998605995e-31,3496904.932432852,0.6,0.01,5e-09
3.589891401132515e-32,4992791.384839018,0.6,0.01,5e-09
1.0862249555056805e-32,7128579.785318896,0.6,0.01,5e-09
3.3896670090100674e-33,10178003.813651342,0.6,0.01,5e-09
1.1245075576249934e-33,14531893.413614519,0.6,0.01,5e-09
3.818527792061256e-34,20748265.57850291,0.6,0.01,5e-09
9.407553140812687e-13,0.54785,0.8,0.01,5e-09
5.244816567232232e-13,0.7822062117888534,0.8,0.01,5e-09
2.944212674866973e-13,1.1168140143489433,0.8,0.01,5e-09
1.531065387419236e-13,1.59455847300646,0.8,0.01,5e-09
7.100053553397053e-14,2.2766697867047583,0.8,0.01,5e-09
2.8990555732563354e-14,3.2505708667563495,0.8,0.01,5e-09
1.104156505636175e-14,4.641081908983652,0.8,0.01,5e-09
4.2487412288351675e-15,6.62641799512254,0.8,0.01,5e-09
1.647841218059322e-15,9.461030058764791,0.8,0.01,5e-09
6.272109564502183e-16,13.508216632083379,0.8,0.01,5e-09
2.341666733701432e-16,19.286686063347865,0.8,0.01,5e-09
8.631151789936044e-17,27.53703685967364,0.8,0.01,5e-09
3.178191977645301e-17,39.316676619321605,0.8,0.01,5e-09
1.1830824697455974e-17,56.135344854480145,0.8,0.01,5e-09
4.554646424094569e-18,80.14860900991847,0.8,0.01,5e-09
1.7793806406439202e-18,114.43413312730532,0.8,0.01,5e-09
6.86451825221002e-19,163.38612717504964,0.8,0.01,5e-09
2.6421982953269684e-19,233.27853170840072,0.8,0.01,5e-09
1.0395914815390026e-19,333.0691185165537,0.8,0.01,5e-09
4.086181233863722e-20,475.54756495151315,0.8,0.01,5e-09
1.579633173635712e-20,678.9746450782816,0.8,0.01,5e-09
6.052602759134813e-21,969.4226248560072,0.8,0.01,5e-09
2.3539746701025308e-21,1384.116818492334,0.8,0.01,5e-09
9.204316580036031e-22,1976.2065771034552,0.8,0.01,5e-09
3.538383189828584e-22,2821.577184244427,0.8,0.01,5e-09
1.3377899969858566e-22,4028.575706046721,0.8,0.01,5e-09
5.094590366940896e-23,5751.897311182639,0.8,0.01,5e-09
1.9605801792166956e-23,8212.41180319186,0.8,0.01,5e-09
