eps2,cos_theta,m(GeV),Energy,flux_differential
1.0,1.0,0.01,0.1,2.3354348069952923e-05
1.0,1.0,0.01,0.11234493440205148,2.1551995240583872e-05
1.0,1.0,0.01,0.12621384285801251,1.9883629158865932e-05
1.0,1.0,0.01,0.14179485896514246,1.832220305538e-05
1.0,1.0,0.01,0.15929934128987072,1.684176869245569e-05
1.0,1.0,0.01,0.1789647404750054,1.546109411249343e-05
1.0,1.0,0.01,0.20105782028944644,1.4175577434509244e-05
1.0,1.0,0.01,0.22587827631437318,1.2994827982169858e-05
1.0,1.0,0.01,0.25376280135386714,1.192454994021239e-05
1.0,1.0,0.01,0.2850896527178103,1.0954666641621639e-05
1.0,1.0,0.01,0.32028378333286034,1.0093630485497067e-05
1.0,1.0,0.01,0.35982260628571056,9.341179752133533e-06
1.0,1.0,0.01,0.40424247099543353,8.698320052432225e-06
1.0,1.0,0.01,0.45414593886505183,8.154842178562033e-06
1.0,1.0,0.01,0.5102099571075231,7.700712651711319e-06
1.0,1.0,0.01,0.573195041625182,7.318178032528079e-06
1.0,1.0,0.01,0.6439555935096224,6.978764142112742e-06
1.0,1.0,0.01,0.7234514891067266,6.642329355789745e-06
1.0,1.0,0.01,0.8127611008676167,6.276961005774902e-06
1.0,1.0,0.01,0.9130959256151152,5.862814918186169e-06
1.0,1.0,0.01,1.0258170186601063,5.39067426099607e-06
1.0,1.0,0.01,1.1524534566987765,4.862846748880998e-06
1.0,1.0,0.01,1.294723079942415,4.295908345519302e-06
1.0,1.0,0.01,1.4545557948495271,3.715301955704458e-06
1.0,1.0,0.01,1.6341197535649394,3.1611099460606077e-06
1.0,1.0,0.01,1.835850765193496,2.6687176441476163e-06
1.0,1.0,0.01,2.062485337876194,2.2416043310600407e-06
1.0,1.0,0.01,2.3170977998889395,1.8453443156271562e-06
1.0,1.0,0.01,2.6031420033166066,1.4856384761309577e-06
1.0,1.0,0.01,2.9244981760182913,1.1824354737923188e-06
1.0,1.0,0.01,3.285525557436941,9.46755206887284e-07
1.0,1.0,0.01,3.6911215322651687,7.565666504365082e-07
1.0,1.0,0.01,4.1467880641233,5.916831837962091e-07
1.0,1.0,0.01,4.658706330431421,4.578272005177675e-07
1.0,1.0,0.01,5.233820570907402,3.595822467913954e-07
1.0,1.0,0.01,5.879932287106996,2.8148041419544853e-07
1.0,1.0,0.01,6.605806070835402,2.1553444814553377e-07
1.0,1.0,0.01,7.421288497006765,1.656277822242718e-07
1.0,1.0,0.01,8.337441693749241,1.2979538896635065e-07
1.0,1.0,0.01,9.366693401651878,9.953951272651467e-08
1.0,1.0,0.01,10.523005557727089,7.5586449287339e-08
1.0,1.0,0.01,11.822063690952728,5.9200249410606306e-08
1.0,1.0,0.01,13.281489698569585,4.566057050504628e-08
1.0,1.0,0.01,14.921080889473224,3.46102354587755e-08
1.0,1.0,0.01,16.763078537355728,2.72334672991068e-08
1.0,1.0,0.01,18.83246958655666,2.1230784130392544e-08
1.0,1.0,0.01,21.157325603303395,1.6218679201706912e-08
1.0,1.0,0.01,23.769183570259635,1.2936984074559677e-08
1.0,1.0,0.01,26.70347368991138,1.0255067133924629e-08
1.0,1.0,0.01,30.0,8.018402136559764e-09
1.0,1.0,0.010690906962518643,0.1,2.3097805798186347e-05
1.0,1.0,0.010690906962518643,0.11234493440205148,2.135063778802851e-05
1.0,1.0,0.010690906962518643,0.12621384285801251,1.972675174904632e-05
1.0,1.0,0.010690906962518643,0.14179485896514246,1.8199480564436708e-05
1.0,1.0,0.010690906962518643,0.15929934128987072,1.674753712993492e-05
1.0,1.0,0.010690906962518643,0.1789647404750054,1.5387883822950793e-05
1.0,1.0,0.010690906962518643,0.20105782028944644,1.4119334867871516e-05
1.0,1.0,0.010690906962518643,0.22587827631437318,1.2951635388245665e-05
1.0,1.0,0.010690906962518643,0.25376280135386714,1.1892379670970472e-05
1.0,1.0,0.010690906962518643,0.2850896527178103,1.0932266118116182e-05
1.0,1.0,0.010690906962518643,0.32028378333286034,1.0079364217344765e-05
1.0,1.0,0.010690906962518643,0.35982260628571056,9.332924478578071e-06
1.0,1.0,0.010690906962518643,0.40424247099543353,8.69457963280715e-06
1.0,1.0,0.010690906962518643,0.45414593886505183,8.154169010405904e-06
1.0,1.0,0.010690906962518643,0.5102099571075231,7.70228391989759e-06
1.0,1.0,0.010690906962518643,0.573195041625182,7.321147205258202e-06
1.0,1.0,0.010690906962518643,0.6439555935096224,6.982826937981861e-06
1.0,1.0,0.010690906962518643,0.7234514891067266,6.647442971064323e-06
1.0,1.0,0.010690906962518643,0.8127611008676167,6.283185236659462e-06
1.0,1.0,0.010690906962518643,0.9130959256151152,5.870096412514262e-06
1.0,1.0,0.010690906962518643,1.0258170186601063,5.398912326817504e-06
1.0,1.0,0.010690906962518643,1.1524534566987765,4.871860053020287e-06
1.0,1.0,0.010690906962518643,1.294723079942415,4.3051370129297395e-06
1.0,1.0,0.010690906962518643,1.4545557948495271,3.723858956786069e-06
1.0,1.0,0.010690906962518643,1.6341197535649394,3.1678364597610686e-06
1.0,1.0,0.010690906962518643,1.835850765193496,2.672870325569133e-06
1.0,1.0,0.010690906962518643,2.062485337876194,2.244597137244636e-06
1.0,1.0,0.010690906962518643,2.3170977998889395,1.8484093198695566e-06
1.0,1.0,0.010690906962518643,2.6031420033166066,1.4882684652157097e-06
1.0,1.0,0.010690906962518643,2.9244981760182913,1.1841415801837844e-06
1.0,1.0,0.010690906962518643,3.285525557436941,9.475780178371335e-07
1.0,1.0,0.010690906962518643,3.6911215322651687,7.574607840443154e-07
1.0,1.0,0.010690906962518643,4.1467880641233,5.926602047036705e-07
1.0,1.0,0.010690906962518643,4.658706330431421,4.584913766962489e-07
1.0,1.0,0.010690906962518643,5.233820570907402,3.5991341619886184e-07
1.0,1.0,0.010690906962518643,5.879932287106996,2.81832380174556e-07
1.0,1.0,0.010690906962518643,6.605806070835402,2.158502034644869e-07
1.0,1.0,0.010690906962518643,7.421288497006765,1.6571106461455116e-07
1.0,1.0,0.010690906962518643,8.337441693749241,1.298574647968604e-07
1.0,1.0,0.010690906962518643,9.366693401651878,9.959831980965006e-08
1.0,1.0,0.010690906962518643,10.523005557727089,7.5592389732256e-08
1.0,1.0,0.010690906962518643,11.822063690952728,5.917944704485398e-08
1.0,1.0,0.010690906962518643,13.281489698569585,4.5672896270952924e-08
1.0,1.0,0.010690906962518643,14.921080889473224,3.461658420388563e-08
1.0,1.0,0.010690906962518643,16.763078537355728,2.722318282904959e-08
1.0,1.0,0.010690906962518643,18.83246958655666,2.123535031771361e-08
1.0,1.0,0.010690906962518643,21.157325603303395,1.6220150222626927e-08
1.0,1.0,0.010690906962518643,23.769183570259635,1.2931730466469898e-08
1.0,1.0,0.010690906962518643,26.70347368991138,1.0256942155651028e-08
1.0,1.0,0.010690906962518643,30.0,8.01978938553713e-09
1.0,1.0,0.01142954916812296,0.1,2.2812898216917675e-05
1.0,1.0,0.01142954916812296,0.11234493440205148,2.112916610274545e-05
1.0,1.0,0.01142954916812296,0.12621384285801251,1.9558553124079675e-05
1.0,1.0,0.01142954916812296,0.14179485896514246,1.8075051865861323e-05
1.0,1.0,0.01142954916812296,0.15929934128987072,1.665924222620856e-05
1.0,1.0,0.01142954916812296,0.1789647404750054,1.532611305385613e-05
1.0,1.0,0.01142954916812296,0.20105782028944644,1.4078601513897485e-05
1.0,1.0,0.01142954916812296,0.22587827631437318,1.2926357360210538e-05
1.0,1.0,0.01142954916812296,0.25376280135386714,1.1879839428827878e-05
1.0,1.0,0.01142954916812296,0.2850896527178103,1.093036777862655e-05
1.0,1.0,0.01142954916812296,0.32028378333286034,1.0086261152124e-05
1.0,1.0,0.01142954916812296,0.35982260628571056,9.346506831518128e-06
1.0,1.0,0.01142954916812296,0.40424247099543353,8.71318239616941e-06
1.0,1.0,0.01142954916812296,0.45414593886505183,8.17618590268499e-06
1.0,1.0,0.01142954916812296,0.5102099571075231,7.726856597230124e-06
1.0,1.0,0.01142954916812296,0.573195041625182,7.3472671592008145e-06
1.0,1.0,0.01142954916812296,0.6439555935096224,7.00981756866258e-06
1.0,1.0,0.01142954916812296,0.7234514891067266,6.674361617922622e-06
1.0,1.0,0.01142954916812296,0.8127611008676167,6.3088358397064955e-06
1.0,1.0,0.01142954916812296,0.9130959256151152,5.892903929761271e-06
1.0,1.0,0.01142954916812296,1.0258170186601063,5.4175021914007315e-06
1.0,1.0,0.01142954916812296,1.1524534566987765,4.885196685699281e-06
1.0,1.0,0.01142954916812296,1.294723079942415,4.312520681288586e-06
1.0,1.0,0.01142954916812296,1.4545557948495271,3.725474564917227e-06
1.0,1.0,0.01142954916812296,1.6341197535649394,3.1645083385183074e-06
1.0,1.0,0.01142954916812296,1.835850765193496,2.666597370181326e-06
1.0,1.0,0.01142954916812296,2.062485337876194,2.2390863466410884e-06
1.0,1.0,0.01142954916812296,2.3170977998889395,1.8453726984668013e-06
1.0,1.0,0.01142954916812296,2.6031420033166066,1.4867955654304327e-06
1.0,1.0,0.01142954916812296,2.9244981760182913,1.1831586415744613e-06
1.0,1.0,0.01142954916812296,3.285525557436941,9.464219619354679e-07
1.0,1.0,0.01142954916812296,3.6911215322651687,7.569213457449986e-07
1.0,1.0,0.01142954916812296,4.1467880641233,5.925779692159145e-07
1.0,1.0,0.01142954916812296,4.658706330431421,4.5842748953889454e-07
1.0,1.0,0.01142954916812296,5.233820570907402,3.596898378226703e-07
1.0,1.0,0.01142954916812296,5.879932287106996,2.8179601261079904e-07
1.0,1.0,0.01142954916812296,6.605806070835402,2.1592125895009028e-07
1.0,1.0,0.01142954916812296,7.421288497006765,1.65637146406254e-07
1.0,1.0,0.01142954916812296,8.337441693749241,1.2982668551785774e-07
1.0,1.0,0.01142954916812296,9.366693401651878,9.962595405676958e-08
1.0,1.0,0.01142954916812296,10.523005557727089,7.558953503956211e-08
1.0,1.0,0.01142954916812296,11.822063690952728,5.916040839903368e-08
1.0,1.0,0.01142954916812296,13.281489698569585,4.568772624868353e-08
1.0,1.0,0.01142954916812296,14.921080889473224,3.4623965008419175e-08
1.0,1.0,0.01142954916812296,16.763078537355728,2.7209931654042788e-08
1.0,1.0,0.01142954916812296,18.83246958655666,2.1241691855831257e-08
1.0,1.0,0.01142954916812296,21.157325603303395,1.6222018897350195e-08
1.0,1.0,0.01142954916812296,23.769183570259635,1.2926388029099239e-08
1.0,1.0,0.01142954916812296,26.70347368991138,1.0258862222953609e-08
1.0,1.0,0.01142954916812296,30.0,8.021278862422818e-09
1.0,1.0,0.012219224677993494,0.1,2.2508450314474923e-05
1.0,1.0,0.012219224677993494,0.11234493440205148,2.0880768386659543e-05
1.0,1.0,0.012219224677993494,0.12621384285801251,1.9354352523569175e-05
1.0,1.0,0.012219224677993494,0.14179485896514246,1.7903004460744174e-05
1.0,1.0,0.012219224677993494,0.15929934128987072,1.651462650209295e-05
1.0,1.0,0.012219224677993494,0.1789647404750054,1.5202138961097564e-05
1.0,1.0,0.012219224677993494,0.20105782028944644,1.3971619032768573e-05
1.0,1.0,0.012219224677993494,0.22587827631437318,1.283398551434592e-05
1.0,1.0,0.012219224677993494,0.25376280135386714,1.1799947952202949e-05
1.0,1.0,0.012219224677993494,0.2850896527178103,1.0862155352874206e-05
1.0,1.0,0.012219224677993494,0.32028378333286034,1.0027507266572647e-05
1.0,1.0,0.012219224677993494,0.35982260628571056,9.295320561932418e-06
1.0,1.0,0.012219224677993494,0.40424247099543353,8.667397502029966e-06
1.0,1.0,0.012219224677993494,0.45414593886505183,8.134320522523874e-06
1.0,1.0,0.012219224677993494,0.5102099571075231,7.687747577659173e-06
1.0,1.0,0.012219224677993494,0.573195041625182,7.310003690700311e-06
1.0,1.0,0.012219224677993494,0.6439555935096224,6.974235808166324e-06
1.0,1.0,0.012219224677993494,0.7234514891067266,6.641355353695625e-06
1.0,1.0,0.012219224677993494,0.8127611008676167,6.279668509042213e-06
1.0,1.0,0.012219224677993494,0.9130959256151152,5.869028223250145e-06
1.0,1.0,0.012219224677993494,1.0258170186601063,5.40030112436644e-06
1.0,1.0,0.012219224677993494,1.1524534566987765,4.875498951902863e-06
1.0,1.0,0.012219224677993494,1.294723079942415,4.3101374360436725e-06
1.0,1.0,0.012219224677993494,1.4545557948495271,3.728713008612886e-06
1.0,1.0,0.012219224677993494,1.6341197535649394,3.1704224150651337e-06
1.0,1.0,0.012219224677993494,1.835850765193496,2.6717752293126973e-06
1.0,1.0,0.012219224677993494,2.062485337876194,2.242807101375461e-06
1.0,1.0,0.012219224677993494,2.3170977998889395,1.8487647373561812e-06
1.0,1.0,0.012219224677993494,2.6031420033166066,1.4894243476553524e-06
1.0,1.0,0.012219224677993494,2.9244981760182913,1.1845557258583314e-06
1.0,1.0,0.012219224677993494,3.285525557436941,9.465614702346572e-07
1.0,1.0,0.012219224677993494,3.6911215322651687,7.571438433030492e-07
1.0,1.0,0.012219224677993494,4.1467880641233,5.928850785538974e-07
1.0,1.0,0.012219224677993494,4.658706330431421,4.585017355312092e-07
1.0,1.0,0.012219224677993494,5.233820570907402,3.594822327125504e-07
1.0,1.0,0.012219224677993494,5.879932287106996,2.8177413296398646e-07
1.0,1.0,0.012219224677993494,6.605806070835402,2.15985712345582e-07
1.0,1.0,0.012219224677993494,7.421288497006765,1.6557380583404177e-07
1.0,1.0,0.012219224677993494,8.337441693749241,1.2978620323353007e-07
1.0,1.0,0.012219224677993494,9.366693401651878,9.965650163404088e-08
1.0,1.0,0.012219224677993494,10.523005557727089,7.558780759266079e-08
1.0,1.0,0.012219224677993494,11.822063690952728,5.913868295161423e-08
1.0,1.0,0.012219224677993494,13.281489698569585,4.570261266444379e-08
1.0,1.0,0.012219224677993494,14.921080889473224,3.463116346748113e-08
1.0,1.0,0.012219224677993494,16.763078537355728,2.7193978087294403e-08
